211, 36, 27
220, 37, 28
224, 35, 27
226, 39, 29
232, 37, 27
249, 39, 29
232, 37, 27
231, 40, 30
236, 40, 28
230, 39, 29
230, 39, 29
229, 38, 30
227, 35, 26
224, 36, 27
225, 37, 26
