24, 53, 71
25, 54, 70
17, 37, 53
19, 43, 59
18, 41, 58
18, 41, 58
21, 44, 60
18, 40, 57
16, 29, 45
12, 26, 41
12, 27, 41
14, 29, 43
13, 28, 41
13, 28, 43
